junctions;crossroads;deadends;;;;;;;;;;;
0.0954;0.002;0.0996;;;;;;;;;;;
0.0961;0.002;0.1003;;;;;;;;;;;
0.0946;0.0017;0.0982;;;;;;;;;;;
0.0975;0.0021;0.1019;;;;;;;;;;;
0.0945;0.0013;0.0973;;;;;;;;;;;
0.0973;0.0014;0.1003;;;;;;;;;;;
0.0939;0.0018;0.0977;;;;;;;;;;;
0.0983;0.0019;0.1023;;;;;;;;;;;
0.0957;0.0024;0.1007;;;;;;;;;;;
0.0959;0.0025;0.1011;;;;;;;;;;;
0.0972;0.0017;0.1008;;;;;;;;;;;
0.0994;0.0013;0.1022;;;;;;;;;;;
0.0923;0.0015;0.0955;;;;;;;;;;;
0.0968;0.0013;0.0996;;;;;;;;;;;
0.0942;0.0023;0.099;;;;;;;;;;;
0.0971;0.0019;0.1011;;;;;;;;;;;
0.0985;0.0021;0.1029;;;;;;;;;;;
0.097;0.0013;0.0998;;;;;;;;;;;
0.0976;0.0014;0.1006;;;;;;;;;;;
0.0989;0.0019;0.1029;;;;;;;;;;;
0.0946;0.0022;0.0992;;;;;;;;;;;
0.0962;0.0014;0.0992;;;;;;;;;;;
0.0972;0.002;0.1014;;;;;;;;;;;
0.0986;0.0017;0.1022;;;;;;;;;;;
0.1003;0.0022;0.1049;;;;;;;;;;;
0.0953;0.0018;0.0991;;;;;;;;;;;
0.0975;0.0019;0.1015;;;;;;;;;;;
0.0991;0.0017;0.1027;;;;;;;;;;;
0.0943;0.0019;0.0983;;;;;;;;;;;
0.0949;0.0013;0.0977;;;;;;;;;;;
0.099;0.0014;0.102;;;;;;;;;;;
0.0968;0.0024;0.1018;;;;;;;;;;;
0.0968;0.0019;0.1008;;;;;;;;;;;
0.0938;0.0019;0.0978;;;;;;;;;;;
0.0959;0.0013;0.0987;;;;;;;;;;;
0.0991;0.002;0.1033;;;;;;;;;;;
0.0968;0.0026;0.1022;;;;;;;;;;;
0.0984;0.0016;0.1018;;;;;;;;;;;
0.0948;0.0024;0.0998;;;;;;;;;;;
0.0993;0.0017;0.1029;;;;;;;;;;;
0.0925;0.0017;0.0961;;;;;;;;;;;
0.0965;0.0016;0.0999;;;;;;;;;;;
0.0959;0.0018;0.0997;;;;;;;;;;;
0.0953;0.0012;0.0979;;;;;;;;;;;
0.0996;0.0009;0.1016;;;;;;;;;;;
0.0949;0.0014;0.0979;;;;;;;;;;;
0.0989;0.0021;0.1033;;;;;;;;;;;
0.0936;0.0018;0.0974;;;;;;;;;;;
0.0949;0.0018;0.0987;;;;;;;;;;;
0.0972;0.0016;0.1006;;;;;;;;;;;
0.0948;0.0017;0.0984;;;;;;;;;;;
0.0958;0.002;0.1;;;;;;;;;;;
0.0985;0.001;0.1007;;;;;;;;;;;
0.0985;0.0011;0.1009;;;;;;;;;;;
0.094;0.002;0.0982;;;;;;;;;;;
0.0949;0.0025;0.1001;;;;;;;;;;;
0.0966;0.0026;0.102;;;;;;;;;;;
0.094;0.0019;0.098;;;;;;;;;;;
0.0978;0.0024;0.1028;;;;;;;;;;;
0.0971;0.0014;0.1001;;;;;;;;;;;
0.0986;0.001;0.1008;;;;;;;;;;;
0.0985;0.0013;0.1013;;;;;;;;;;;
0.0963;0.0016;0.0997;;;;;;;;;;;
0.0973;0.001;0.0995;;;;;;;;;;;
0.0986;0.0014;0.1016;;;;;;;;;;;
0.0942;0.0023;0.099;;;;;;;;;;;
0.0991;0.0019;0.1031;;;;;;;;;;;
0.0967;0.0011;0.0991;;;;;;;;;;;
0.0992;0.0022;0.1038;;;;;;;;;;;
0.0995;0.0012;0.1021;;;;;;;;;;;
0.0971;0.0014;0.1001;;;;;;;;;;;
0.0934;0.0019;0.0974;;;;;;;;;;;
0.0936;0.0024;0.0986;;;;;;;;;;;
0.1003;0.0015;0.1035;;;;;;;;;;;
0.0967;0.0019;0.1007;;;;;;;;;;;
0.0948;0.0021;0.0992;;;;;;;;;;;
0.096;0.0021;0.1004;;;;;;;;;;;
0.0949;0.0018;0.0987;;;;;;;;;;;
0.0964;0.002;0.1006;;;;;;;;;;;
0.0955;0.002;0.0997;;;;;;;;;;;
0.0977;0.0021;0.1021;;;;;;;;;;;
0.097;0.0015;0.1002;;;;;;;;;;;
0.0968;0.0025;0.102;;;;;;;;;;;
0.0963;0.0022;0.1009;;;;;;;;;;;
0.0983;0.001;0.1005;;;;;;;;;;;
0.0956;0.0009;0.0976;;;;;;;;;;;
0.096;0.0025;0.1012;;;;;;;;;;;
0.0972;0.0019;0.1012;;;;;;;;;;;
0.0942;0.0016;0.0976;;;;;;;;;;;
0.0964;0.0014;0.0994;;;;;;;;;;;
0.0979;0.0013;0.1007;;;;;;;;;;;
0.0956;0.0017;0.0992;;;;;;;;;;;
0.0981;0.0016;0.1015;;;;;;;;;;;
0.0978;0.0021;0.1022;;;;;;;;;;;
0.099;0.0016;0.1024;;;;;;;;;;;
0.1007;0.0014;0.1037;;;;;;;;;;;
0.0972;0.0013;0.1;;;;;;;;;;;
0.0948;0.0019;0.0988;;;;;;;;;;;
0.0957;0.0017;0.0993;;;;;;;;;;;
0.0985;0.0011;0.1009;;;;;;;;;;;
0.0965;0.0017;0.1001;;;;;;;;;;;
0.0991;0.0018;0.1029;;;;;;;;;;;
0.0994;0.0014;0.1024;;;;;;;;;;;
0.0946;0.0023;0.0994;;;;;;;;;;;
0.0983;0.0016;0.1017;;;;;;;;;;;
0.0933;0.002;0.0975;;;;;;;;;;;
0.0993;0.0024;0.1043;;;;;;;;;;;
0.0967;0.0017;0.1003;;;;;;;;;;;
0.0963;0.0016;0.0997;;;;;;;;;;;
0.0948;0.0016;0.0982;;;;;;;;;;;
0.0958;0.0014;0.0988;;;;;;;;;;;
0.0967;0.0016;0.1001;;;;;;;;;;;
0.0947;0.0028;0.1005;;;;;;;;;;;
0.0931;0.002;0.0973;;;;;;;;;;;
0.0946;0.0018;0.0984;;;;;;;;;;;
0.0942;0.002;0.0984;;;;;;;;;;;
0.0956;0.0021;0.1;;;;;;;;;;;
0.0962;0.0029;0.1022;;;;;;;;;;;
0.0973;0.001;0.0995;;;;;;;;;;;
0.0987;0.0016;0.1021;;;;;;;;;;;
0.0969;0.0014;0.0999;;;;;;;;;;;
0.0969;0.0022;0.1015;;;;;;;;;;;
0.0932;0.0019;0.0972;;;;;;;;;;;
0.0957;0.0021;0.1001;;;;;;;;;;;
0.0968;0.0024;0.1018;;;;;;;;;;;
0.0951;0.0013;0.0979;;;;;;;;;;;
0.0973;0.002;0.1015;;;;;;;;;;;
0.0971;0.0022;0.1017;;;;;;;;;;;
0.0951;0.0014;0.0981;;;;;;;;;;;
0.0975;0.0016;0.1009;;;;;;;;;;;
0.0959;0.0022;0.1005;;;;;;;;;;;
0.0956;0.002;0.0998;;;;;;;;;;;
0.0974;0.0012;0.1;;;;;;;;;;;
0.0964;0.0023;0.1012;;;;;;;;;;;
0.0993;0.0013;0.1021;;;;;;;;;;;
0.0969;0.0013;0.0997;;;;;;;;;;;
0.0958;0.0018;0.0996;;;;;;;;;;;
0.0961;0.0013;0.0989;;;;;;;;;;;
0.0942;0.0018;0.098;;;;;;;;;;;
0.0983;0.0011;0.1007;;;;;;;;;;;
0.0966;0.0015;0.0998;;;;;;;;;;;
0.0954;0.0017;0.099;;;;;;;;;;;
0.0985;0.0012;0.1011;;;;;;;;;;;
0.0984;0.0014;0.1014;;;;;;;;;;;
0.0954;0.0021;0.0998;;;;;;;;;;;
0.0945;0.002;0.0987;;;;;;;;;;;
0.0951;0.0019;0.0991;;;;;;;;;;;
0.0974;0.0014;0.1004;;;;;;;;;;;
0.0969;0.0023;0.1017;;;;;;;;;;;
0.0975;0.002;0.1017;;;;;;;;;;;
0.0943;0.0023;0.0991;;;;;;;;;;;
0.0959;0.0018;0.0997;;;;;;;;;;;
0.098;0.0011;0.1004;;;;;;;;;;;
0.095;0.0015;0.0982;;;;;;;;;;;
0.0979;0.0013;0.1007;;;;;;;;;;;
0.0982;0.0018;0.102;;;;;;;;;;;
0.0989;0.0016;0.1023;;;;;;;;;;;
0.0967;0.0016;0.1001;;;;;;;;;;;
0.0975;0.0013;0.1003;;;;;;;;;;;
0.0962;0.0027;0.1018;;;;;;;;;;;
0.0949;0.0017;0.0985;;;;;;;;;;;
0.098;0.0014;0.101;;;;;;;;;;;
0.0953;0.0017;0.0989;;;;;;;;;;;
0.0967;0.0023;0.1015;;;;;;;;;;;
0.0954;0.0015;0.0986;;;;;;;;;;;
0.0942;0.002;0.0984;;;;;;;;;;;
0.0973;0.0015;0.1005;;;;;;;;;;;
0.0969;0.0018;0.1007;;;;;;;;;;;
0.0971;0.001;0.0993;;;;;;;;;;;
0.0979;0.0016;0.1013;;;;;;;;;;;
0.0979;0.0017;0.1015;;;;;;;;;;;
0.0959;0.0021;0.1003;;;;;;;;;;;
0.0961;0.0022;0.1007;;;;;;;;;;;
0.0963;0.002;0.1005;;;;;;;;;;;
0.0946;0.002;0.0988;;;;;;;;;;;
0.0946;0.002;0.0988;;;;;;;;;;;
0.097;0.0015;0.1002;;;;;;;;;;;
0.0977;0.002;0.1019;;;;;;;;;;;
0.0957;0.0019;0.0997;;;;;;;;;;;
0.0954;0.002;0.0996;;;;;;;;;;;
0.0986;0.0014;0.1016;;;;;;;;;;;
0.094;0.0014;0.097;;;;;;;;;;;
0.0933;0.0015;0.0965;;;;;;;;;;;
0.0991;0.0016;0.1025;;;;;;;;;;;
0.0961;0.0023;0.1009;;;;;;;;;;;
0.0949;0.0028;0.1007;;;;;;;;;;;
0.0964;0.0011;0.0988;;;;;;;;;;;
0.0978;0.0018;0.1016;;;;;;;;;;;
0.0977;0.0016;0.1011;;;;;;;;;;;
0.0959;0.0021;0.1003;;;;;;;;;;;
;;;;;;;Resolução DFS;;;;;;
A*Caminho;A*visitados;BFSCaminho;BFSVisitados;GBFCaminho;GBFVisitados;;;Tamanho do caminho (células);;;Porcentagem de células visitadas;;
2142;0.9784;2142;0.9786;2142;0.9784;;A*;Média;Máximo;Mínimo;Média;Máximo;Mínimo
1362;0.4503;1362;0.4506;1362;0.4503;;;1837.213333;4048;714;0.701610667;0.9995;0.1764
3152;0.954;3152;0.9544;3152;0.954;;BFS;Média;Máximo;Mínimo;Média;Máximo;Mínimo
1636;0.7116;1636;0.712;1636;0.7116;;;1837.213333;4048;714;0.702043;0.9996;0.177
2216;0.7455;2216;0.7458;2216;0.7455;;GBF;Média;Máximo;Mínimo;Média;Máximo;Mínimo
2304;0.883;2304;0.8834;2304;0.883;;;1837.213333;4048;714;0.701610667;0.9995;0.1764
1334;0.8657;1334;0.8661;1334;0.8657;;;;;;;;
1648;0.849;1648;0.8493;1648;0.849;;;;;;;;
1896;0.7151;1896;0.716;1896;0.7151;;;;;;;;
1036;0.7271;1036;0.7282;1036;0.7271;;;;;;;;
1940;0.89;1940;0.8906;1940;0.89;;;;;;;;
1388;0.8091;1388;0.8095;1388;0.8091;;;;;;;;
1748;0.8789;1748;0.8792;1748;0.8789;;;;;;;;
1708;0.4717;1708;0.472;1708;0.4717;;;;;;;;
1534;0.6704;1534;0.6706;1534;0.6704;;;;;;;;
2368;0.6468;2368;0.6472;2368;0.6468;;;;;;;;
4048;0.9742;4048;0.9745;4048;0.9742;;;;;;;;
2234;0.5399;2234;0.54;2234;0.5399;;;;;;;;
1722;0.4621;1722;0.4624;1722;0.4621;;;;;;;;
1888;0.9614;1888;0.962;1888;0.9614;;;;;;;;
1692;0.768;1692;0.7682;1692;0.768;;;;;;;;
1952;0.8783;1952;0.8793;1952;0.8783;;;;;;;;
1590;0.6503;1590;0.6508;1590;0.6503;;;;;;;;
1092;0.4429;1092;0.4435;1092;0.4429;;;;;;;;
1790;0.4314;1790;0.4325;1790;0.4314;;;;;;;;
2788;0.849;2788;0.8493;2788;0.849;;;;;;;;
1788;0.7442;1788;0.7444;1788;0.7442;;;;;;;;
1092;0.4426;1092;0.4428;1092;0.4426;;;;;;;;
2274;0.6724;2274;0.6726;2274;0.6724;;;;;;;;
2294;0.8811;2294;0.8812;2294;0.8811;;;;;;;;
1418;0.8386;1418;0.8394;1418;0.8386;;;;;;;;
1492;0.6323;1492;0.6326;1492;0.6323;;;;;;;;
1630;0.5231;1630;0.524;1630;0.5231;;;;;;;;
1236;0.5652;1236;0.5654;1236;0.5652;;;;;;;;
1508;0.5813;1508;0.5815;1508;0.5813;;;;;;;;
2018;0.6846;2018;0.6848;2018;0.6846;;;;;;;;
1892;0.7394;1892;0.7396;1892;0.7394;;;;;;;;
2916;0.6256;2916;0.626;2916;0.6256;;;;;;;;
1554;0.809;1554;0.8093;1554;0.809;;;;;;;;
2554;0.8643;2554;0.865;2554;0.8643;;;;;;;;
1196;0.6769;1196;0.6776;1196;0.6769;;;;;;;;
1252;0.5423;1252;0.5429;1252;0.5423;;;;;;;;
1236;0.6421;1236;0.6428;1236;0.6421;;;;;;;;
2584;0.8108;2584;0.8109;2584;0.8108;;;;;;;;
1478;0.3504;1478;0.3508;1478;0.3504;;;;;;;;
1826;0.3568;1826;0.3572;1826;0.3568;;;;;;;;
1844;0.7551;1844;0.756;1844;0.7551;;;;;;;;
1644;0.5181;1644;0.5185;1644;0.5181;;;;;;;;
2068;0.9019;2068;0.9024;2068;0.9019;;;;;;;;
2056;0.6953;2056;0.6955;2056;0.6953;;;;;;;;
1978;0.5684;1978;0.5689;1978;0.5684;;;;;;;;
1610;0.6645;1610;0.6652;1610;0.6645;;;;;;;;
1494;0.6357;1494;0.6361;1494;0.6357;;;;;;;;
3460;0.8215;3460;0.8219;3460;0.8215;;;;;;;;
1398;0.5775;1398;0.5778;1398;0.5775;;;;;;;;
1364;0.3837;1364;0.3839;1364;0.3837;;;;;;;;
2858;0.8703;2858;0.8706;2858;0.8703;;;;;;;;
1520;0.5357;1520;0.5357;1520;0.5357;;;;;;;;
2868;0.9102;2868;0.9103;2868;0.9102;;;;;;;;
1346;0.6626;1346;0.6629;1346;0.6626;;;;;;;;
1046;0.5931;1046;0.5938;1046;0.5931;;;;;;;;
1116;0.6458;1116;0.6462;1116;0.6458;;;;;;;;
1500;0.3625;1500;0.3628;1500;0.3625;;;;;;;;
1922;0.827;1922;0.8275;1922;0.827;;;;;;;;
2292;0.5582;2292;0.5586;2292;0.5582;;;;;;;;
1870;0.6014;1870;0.6018;1870;0.6014;;;;;;;;
2470;0.5214;2470;0.5219;2470;0.5214;;;;;;;;
1452;0.6894;1452;0.6899;1452;0.6894;;;;;;;;
3284;0.9685;3284;0.9691;3284;0.9685;;;;;;;;
1496;0.5685;1496;0.569;1496;0.5685;;;;;;;;
1606;0.5327;1606;0.5335;1606;0.5327;;;;;;;;
2128;0.7389;2128;0.7391;2128;0.7389;;;;;;;;
1654;0.7401;1654;0.7411;1654;0.7401;;;;;;;;
910;0.3864;910;0.3869;910;0.3864;;;;;;;;
3364;0.875;3364;0.8751;3364;0.875;;;;;;;;
1650;0.727;1650;0.7276;1650;0.727;;;;;;;;
2332;0.9788;2332;0.9792;2332;0.9788;;;;;;;;
1948;0.9995;1948;0.9996;1948;0.9995;;;;;;;;
1050;0.1764;1050;0.177;1050;0.1764;;;;;;;;
1866;0.5869;1866;0.5871;1866;0.5869;;;;;;;;
2128;0.9745;2128;0.9747;2128;0.9745;;;;;;;;
1684;0.6237;1684;0.6242;1684;0.6237;;;;;;;;
1936;0.7002;1936;0.7004;1936;0.7002;;;;;;;;
1998;0.6423;1998;0.6425;1998;0.6423;;;;;;;;
1940;0.7992;1940;0.7996;1940;0.7992;;;;;;;;
1162;0.7264;1162;0.728;1162;0.7264;;;;;;;;
1760;0.9562;1760;0.9564;1760;0.9562;;;;;;;;
1502;0.693;1502;0.6934;1502;0.693;;;;;;;;
1984;0.5171;1984;0.5173;1984;0.5171;;;;;;;;
1052;0.5532;1052;0.5536;1052;0.5532;;;;;;;;
2060;0.7392;2060;0.7393;2060;0.7392;;;;;;;;
2330;0.9852;2330;0.9856;2330;0.9852;;;;;;;;
1184;0.4007;1184;0.4011;1184;0.4007;;;;;;;;
3036;0.5547;3036;0.555;3036;0.5547;;;;;;;;
1056;0.5908;1056;0.5914;1056;0.5908;;;;;;;;
3402;0.9942;3402;0.9942;3402;0.9942;;;;;;;;
2998;0.8034;2998;0.8035;2998;0.8034;;;;;;;;
3674;0.9978;3674;0.9981;3674;0.9978;;;;;;;;
1046;0.4393;1046;0.4396;1046;0.4393;;;;;;;;
1282;0.6052;1282;0.606;1282;0.6052;;;;;;;;
1050;0.4718;1050;0.4725;1050;0.4718;;;;;;;;
1740;0.7624;1740;0.7629;1740;0.7624;;;;;;;;
2082;0.9731;2082;0.9738;2082;0.9731;;;;;;;;
1592;0.4248;1592;0.4251;1592;0.4248;;;;;;;;
1612;0.5952;1612;0.5954;1612;0.5952;;;;;;;;
1132;0.5292;1132;0.5296;1132;0.5292;;;;;;;;
2392;0.8594;2392;0.8599;2392;0.8594;;;;;;;;
1892;0.7105;1892;0.7108;1892;0.7105;;;;;;;;
1160;0.3951;1160;0.3953;1160;0.3951;;;;;;;;
1810;0.8826;1810;0.8835;1810;0.8826;;;;;;;;
1060;0.4397;1060;0.4399;1060;0.4397;;;;;;;;
1966;0.9728;1966;0.973;1966;0.9728;;;;;;;;
1534;0.7986;1534;0.799;1534;0.7986;;;;;;;;
1072;0.5096;1072;0.5104;1072;0.5096;;;;;;;;
1824;0.523;1824;0.5232;1824;0.523;;;;;;;;
3216;0.9863;3216;0.9864;3216;0.9863;;;;;;;;
1132;0.2981;1132;0.2986;1132;0.2981;;;;;;;;
1416;0.5997;1416;0.6005;1416;0.5997;;;;;;;;
1730;0.7331;1730;0.7332;1730;0.7331;;;;;;;;
1288;0.7257;1288;0.7259;1288;0.7257;;;;;;;;
2310;0.9357;2310;0.9361;2310;0.9357;;;;;;;;
2680;0.7226;2680;0.7231;2680;0.7226;;;;;;;;
1330;0.6666;1330;0.6672;1330;0.6666;;;;;;;;
3116;0.9398;3116;0.94;3116;0.9398;;;;;;;;
2538;0.8689;2538;0.869;2538;0.8689;;;;;;;;
714;0.2291;714;0.2297;714;0.2291;;;;;;;;
1788;0.8194;1788;0.8195;1788;0.8194;;;;;;;;
1592;0.8026;1592;0.8029;1592;0.8026;;;;;;;;
1414;0.826;1414;0.8265;1414;0.826;;;;;;;;
1986;0.828;1986;0.8283;1986;0.828;;;;;;;;
1606;0.7859;1606;0.7861;1606;0.7859;;;;;;;;
1526;0.5059;1526;0.5066;1526;0.5059;;;;;;;;
1266;0.6834;1266;0.684;1266;0.6834;;;;;;;;
1224;0.7205;1224;0.7207;1224;0.7205;;;;;;;;
1084;0.457;1084;0.4574;1084;0.457;;;;;;;;
2402;0.8667;2402;0.8672;2402;0.8667;;;;;;;;
1150;0.4082;1150;0.4085;1150;0.4082;;;;;;;;
1760;0.6275;1760;0.6283;1760;0.6275;;;;;;;;
1478;0.6694;1478;0.6697;1478;0.6694;;;;;;;;
2926;0.9922;2926;0.9923;2926;0.9922;;;;;;;;
1982;0.6762;1982;0.6765;1982;0.6762;;;;;;;;
886;0.4543;886;0.4548;886;0.4543;;;;;;;;
2030;0.8794;2030;0.88;2030;0.8794;;;;;;;;
1526;0.6173;1526;0.6178;1526;0.6173;;;;;;;;
1820;0.5875;1820;0.5878;1820;0.5875;;;;;;;;
2072;0.8122;2072;0.8127;2072;0.8122;;;;;;;;
2376;0.8202;2376;0.8207;2376;0.8202;;;;;;;;
1152;0.4546;1152;0.4559;1152;0.4546;;;;;;;;
1702;0.8005;1702;0.801;1702;0.8005;;;;;;;;
2380;0.5516;2380;0.5518;2380;0.5516;;;;;;;;
2232;0.8569;2232;0.8571;2232;0.8569;;;;;;;;
1396;0.5327;1396;0.5328;1396;0.5327;;;;;;;;
2424;0.8397;2424;0.8399;2424;0.8397;;;;;;;;
1628;0.6542;1628;0.6547;1628;0.6542;;;;;;;;
1340;0.6545;1340;0.6549;1340;0.6545;;;;;;;;
2546;0.7484;2546;0.749;2546;0.7484;;;;;;;;
1288;0.3644;1288;0.365;1288;0.3644;;;;;;;;
1312;0.6467;1312;0.6476;1312;0.6467;;;;;;;;
2034;0.5689;2034;0.5704;2034;0.5689;;;;;;;;
1378;0.7898;1378;0.7907;1378;0.7898;;;;;;;;
2040;0.9929;2040;0.9933;2040;0.9929;;;;;;;;
1904;0.802;1904;0.8024;1904;0.802;;;;;;;;
1146;0.5016;1146;0.5023;1146;0.5016;;;;;;;;
2004;0.9255;2004;0.9261;2004;0.9255;;;;;;;;
1260;0.4981;1260;0.4986;1260;0.4981;;;;;;;;
2120;0.7637;2120;0.764;2120;0.7637;;;;;;;;
1444;0.59;1444;0.5905;1444;0.59;;;;;;;;
2186;0.9101;2186;0.9103;2186;0.9101;;;;;;;;
1436;0.3287;1436;0.3291;1436;0.3287;;;;;;;;
1032;0.47;1032;0.4705;1032;0.47;;;;;;;;
1922;0.8477;1922;0.8489;1922;0.8477;;;;;;;;
1196;0.6597;1196;0.6603;1196;0.6597;;;;;;;;
2454;0.9571;2454;0.9573;2454;0.9571;;;;;;;;
916;0.4125;916;0.4128;916;0.4125;;;;;;;;
1776;0.6906;1776;0.6911;1776;0.6906;;;;;;;;
914;0.4311;914;0.4316;914;0.4311;;;;;;;;
2786;0.9032;2786;0.9039;2786;0.9032;;;;;;;;
1532;0.5413;1532;0.5415;1532;0.5413;;;;;;;;
1618;0.5303;1618;0.5305;1618;0.5303;;;;;;;;
1510;0.4371;1510;0.4377;1510;0.4371;;;;;;;;
1340;0.7985;1340;0.7989;1340;0.7985;;;;;;;;
2772;0.9248;2772;0.925;2772;0.9248;;;;;;;;
2348;0.964;2348;0.9643;2348;0.964;;;;;;;;
1268;0.5183;1268;0.5184;1268;0.5183;;;;;;;;
2164;0.8657;2164;0.8664;2164;0.8657;;;;;;;;
1860;0.9126;1860;0.9127;1860;0.9126;;;;;;;;
1954;0.6022;1954;0.6027;1954;0.6022;;;;;;;;
